YearEnd,COUNT(LocationDesc),LocationDesc,Question,AVG(DataValue),StratificationCategory1,Stratification1
2015,2,Georgia,Obesity among adults aged >= 18 years,31.45,Race/Ethnicity,Hispanic
2015,2,Georgia,Obesity among adults aged >= 18 years,29,Gender,Male
2015,2,Georgia,Obesity among adults aged >= 18 years,28.35,Race/Ethnicity,Multiracial
2015,2,Georgia,Obesity among adults aged >= 18 years,23.35,Race/Ethnicity,Other
2015,2,Georgia,Obesity among adults aged >= 18 years,30.6,Overall,Overall
2015,2,Georgia,Obesity among adults aged >= 18 years,27.35,Race/Ethnicity,Caucasian
2015,2,Guam,Obesity among adults aged >= 18 years,0,Race/Ethnicity,African American
2015,2,Guam,Obesity among adults aged >= 18 years,29.3,Gender,Female
2015,2,Guam,Obesity among adults aged >= 18 years,34.5,Race/Ethnicity,Hispanic
2015,2,Guam,Obesity among adults aged >= 18 years,33.2,Gender,Male
2015,2,Guam,Obesity among adults aged >= 18 years,32.75,Race/Ethnicity,Multiracial
2015,2,Guam,Obesity among adults aged >= 18 years,30.45,Race/Ethnicity,Other
2015,2,Guam,Obesity among adults aged >= 18 years,31.3,Overall,Overall
2015,2,Guam,Obesity among adults aged >= 18 years,29.4,Race/Ethnicity,Caucasian
2015,2,Hawaii,Obesity among adults aged >= 18 years,0,Race/Ethnicity,African American
2015,2,Hawaii,Obesity among adults aged >= 18 years,19.8,Gender,Female
2015,2,Hawaii,Obesity among adults aged >= 18 years,31.75,Race/Ethnicity,Hispanic
2015,2,Hawaii,Obesity among adults aged >= 18 years,25.85,Gender,Male
2015,2,Hawaii,Obesity among adults aged >= 18 years,32.65,Race/Ethnicity,Multiracial
2015,2,Hawaii,Obesity among adults aged >= 18 years,19.9,Race/Ethnicity,Other
2015,2,Hawaii,Obesity among adults aged >= 18 years,22.95,Overall,Overall
2015,2,Hawaii,Obesity among adults aged >= 18 years,16.75,Race/Ethnicity,Caucasian
2015,2,Idaho,Obesity among adults aged >= 18 years,0,Race/Ethnicity,African American
2015,2,Idaho,Obesity among adults aged >= 18 years,27.4,Gender,Female
2015,2,Idaho,Obesity among adults aged >= 18 years,35.8,Race/Ethnicity,Hispanic
2015,2,Idaho,Obesity among adults aged >= 18 years,29.85,Gender,Male
2015,2,Idaho,Obesity among adults aged >= 18 years,38.65,Race/Ethnicity,Multiracial
2015,2,Idaho,Obesity among adults aged >= 18 years,25.65,Race/Ethnicity,Other
2015,2,Idaho,Obesity among adults aged >= 18 years,28.65,Overall,Overall
2015,2,Idaho,Obesity among adults aged >= 18 years,27.95,Race/Ethnicity,Caucasian
2015,2,Illinois,Obesity among adults aged >= 18 years,40.45,Race/Ethnicity,African American
2015,2,Illinois,Obesity among adults aged >= 18 years,31.8,Gender,Female
2015,2,Illinois,Obesity among adults aged >= 18 years,37.95,Race/Ethnicity,Hispanic
2015,2,Illinois,Obesity among adults aged >= 18 years,29.7,Gender,Male
2015,2,Illinois,Obesity among adults aged >= 18 years,26.25,Race/Ethnicity,Multiracial
2015,2,Illinois,Obesity among adults aged >= 18 years,10.6,Race/Ethnicity,Other
2015,2,Illinois,Obesity among adults aged >= 18 years,30.75,Overall,Overall
2015,2,Illinois,Obesity among adults aged >= 18 years,29.05,Race/Ethnicity,Caucasian
2015,2,Indiana,Obesity among adults aged >= 18 years,41,Race/Ethnicity,African American
2015,2,Indiana,Obesity among adults aged >= 18 years,30.45,Gender,Female
2015,2,Indiana,Obesity among adults aged >= 18 years,31.35,Race/Ethnicity,Hispanic
2015,2,Indiana,Obesity among adults aged >= 18 years,31.9,Gender,Male
2015,2,Indiana,Obesity among adults aged >= 18 years,31.45,Race/Ethnicity,Multiracial
2015,2,Indiana,Obesity among adults aged >= 18 years,21.2,Race/Ethnicity,Other
2015,2,Indiana,Obesity among adults aged >= 18 years,31.2,Overall,Overall
2015,2,Indiana,Obesity among adults aged >= 18 years,30.7,Race/Ethnicity,Caucasian
2015,2,Iowa,Obesity among adults aged >= 18 years,31.35,Race/Ethnicity,African American
2015,2,Iowa,Obesity among adults aged >= 18 years,29.7,Gender,Female
2015,2,Iowa,Obesity among adults aged >= 18 years,34.4,Race/Ethnicity,Hispanic
2015,2,Iowa,Obesity among adults aged >= 18 years,34.85,Gender,Male
2015,2,Iowa,Obesity among adults aged >= 18 years,0,Race/Ethnicity,Multiracial
2015,2,Iowa,Obesity among adults aged >= 18 years,18.55,Race/Ethnicity,Other
2015,2,Iowa,Obesity among adults aged >= 18 years,32.3,Overall,Overall
2015,2,Iowa,Obesity among adults aged >= 18 years,32.7,Race/Ethnicity,Caucasian
2015,2,Kansas,Obesity among adults aged >= 18 years,46.15,Race/Ethnicity,African American
2015,2,Kansas,Obesity among adults aged >= 18 years,33.5,Gender,Female
2015,2,Kansas,Obesity among adults aged >= 18 years,39.65,Race/Ethnicity,Hispanic
2015,2,Kansas,Obesity among adults aged >= 18 years,35.25,Gender,Male
2015,2,Kansas,Obesity among adults aged >= 18 years,41,Race/Ethnicity,Multiracial
2015,2,Kansas,Obesity among adults aged >= 18 years,21.4,Race/Ethnicity,Other
2015,2,Kansas,Obesity among adults aged >= 18 years,34.35,Overall,Overall
2015,2,Kansas,Obesity among adults aged >= 18 years,33.5,Race/Ethnicity,Caucasian
2015,2,Kentucky,Obesity among adults aged >= 18 years,44.1,Race/Ethnicity,African American
2015,2,Kentucky,Obesity among adults aged >= 18 years,33.05,Gender,Female
2015,2,Kentucky,Obesity among adults aged >= 18 years,25.85,Race/Ethnicity,Hispanic
2015,2,Kentucky,Obesity among adults aged >= 18 years,36.1,Gender,Male
2015,2,Kentucky,Obesity among adults aged >= 18 years,8.95,Race/Ethnicity,Multiracial
2015,2,Kentucky,Obesity among adults aged >= 18 years,27.75,Race/Ethnicity,Other
2015,2,Kentucky,Obesity among adults aged >= 18 years,34.55,Overall,Overall
2015,2,Kentucky,Obesity among adults aged >= 18 years,34.4,Race/Ethnicity,Caucasian
2015,2,Louisiana,Obesity among adults aged >= 18 years,43.55,Race/Ethnicity,African American
2015,2,Louisiana,Obesity among adults aged >= 18 years,36.85,Gender,Female
2015,2,Louisiana,Obesity among adults aged >= 18 years,30.1,Race/Ethnicity,Hispanic
2015,2,Louisiana,Obesity among adults aged >= 18 years,35.95,Gender,Male
2015,2,Louisiana,Obesity among adults aged >= 18 years,25.8,Race/Ethnicity,Multiracial
2015,2,Louisiana,Obesity among adults aged >= 18 years,23,Race/Ethnicity,Other
2015,2,Louisiana,Obesity among adults aged >= 18 years,36.35,Overall,Overall
2015,2,Louisiana,Obesity among adults aged >= 18 years,34.25,Race/Ethnicity,Caucasian
2015,2,Maine,Obesity among adults aged >= 18 years,0,Race/Ethnicity,African American
2015,2,Maine,Obesity among adults aged >= 18 years,30.9,Gender,Female
2015,2,Maine,Obesity among adults aged >= 18 years,29.65,Race/Ethnicity,Hispanic
2015,2,Maine,Obesity among adults aged >= 18 years,29,Gender,Male
2015,2,Maine,Obesity among adults aged >= 18 years,27.2,Race/Ethnicity,Multiracial
2015,2,Maine,Obesity among adults aged >= 18 years,20.6,Race/Ethnicity,Other
2015,2,Maine,Obesity among adults aged >= 18 years,29.9,Overall,Overall
2015,2,Maine,Obesity among adults aged >= 18 years,30.15,Race/Ethnicity,Caucasian
2015,2,Maryland,Obesity among adults aged >= 18 years,37.55,Race/Ethnicity,African American
2015,2,Maryland,Obesity among adults aged >= 18 years,29.5,Gender,Female
2015,2,Maryland,Obesity among adults aged >= 18 years,24.05,Race/Ethnicity,Hispanic
2015,2,Maryland,Obesity among adults aged >= 18 years,27.9,Gender,Male
2015,2,Maryland,Obesity among adults aged >= 18 years,32.85,Race/Ethnicity,Multiracial
2015,2,Maryland,Obesity among adults aged >= 18 years,15.3,Race/Ethnicity,Other
2015,2,Maryland,Obesity among adults aged >= 18 years,28.7,Overall,Overall
2015,2,Maryland,Obesity among adults aged >= 18 years,26.4,Race/Ethnicity,Caucasian
2015,2,Massachusetts,Obesity among adults aged >= 18 years,39.1,Race/Ethnicity,African American
2015,2,Massachusetts,Obesity among adults aged >= 18 years,22.8,Gender,Female
2015,2,Massachusetts,Obesity among adults aged >= 18 years,33.3,Race/Ethnicity,Hispanic
2015,2,Massachusetts,Obesity among adults aged >= 18 years,25.35,Gender,Male
2015,2,Massachusetts,Obesity among adults aged >= 18 years,24.35,Race/Ethnicity,Multiracial
2015,2,Massachusetts,Obesity among adults aged >= 18 years,12,Race/Ethnicity,Other
2015,2,Massachusetts,Obesity among adults aged >= 18 years,24.1,Overall,Overall
2015,2,Massachusetts,Obesity among adults aged >= 18 years,23.1,Race/Ethnicity,Caucasian
2015,2,Michigan,Obesity among adults aged >= 18 years,40.65,Race/Ethnicity,African American
2015,2,Michigan,Obesity among adults aged >= 18 years,30.95,Gender,Female
2015,2,Michigan,Obesity among adults aged >= 18 years,43,Race/Ethnicity,Hispanic
2015,2,Michigan,Obesity among adults aged >= 18 years,31.65,Gender,Male
2015,2,Michigan,Obesity among adults aged >= 18 years,35.5,Race/Ethnicity,Multiracial
2015,2,Michigan,Obesity among adults aged >= 18 years,20.75,Race/Ethnicity,Other
2015,2,Michigan,Obesity among adults aged >= 18 years,31.35,Overall,Overall
2015,2,Michigan,Obesity among adults aged >= 18 years,29.75,Race/Ethnicity,Caucasian
2015,2,Minnesota,Obesity among adults aged >= 18 years,26.1,Race/Ethnicity,African American
2015,2,Minnesota,Obesity among adults aged >= 18 years,24.2,Gender,Female
2015,2,Minnesota,Obesity among adults aged >= 18 years,30.5,Race/Ethnicity,Hispanic
2015,2,Minnesota,Obesity among adults aged >= 18 years,27.65,Gender,Male
2015,2,Minnesota,Obesity among adults aged >= 18 years,25.15,Race/Ethnicity,Multiracial
2015,2,Minnesota,Obesity among adults aged >= 18 years,17.8,Race/Ethnicity,Other
2015,2,Minnesota,Obesity among adults aged >= 18 years,25.95,Overall,Overall
2015,2,Minnesota,Obesity among adults aged >= 18 years,26.4,Race/Ethnicity,Caucasian
2015,2,Mississippi,Obesity among adults aged >= 18 years,43.9,Race/Ethnicity,African American
2015,2,Mississippi,Obesity among adults aged >= 18 years,37.45,Gender,Female
2015,2,Mississippi,Obesity among adults aged >= 18 years,0,Race/Ethnicity,Hispanic
2015,2,Mississippi,Obesity among adults aged >= 18 years,34.25,Gender,Male
2015,2,Mississippi,Obesity among adults aged >= 18 years,0,Race/Ethnicity,Multiracial
2015,2,Mississippi,Obesity among adults aged >= 18 years,0,Race/Ethnicity,Other
2015,2,Mississippi,Obesity among adults aged >= 18 years,35.9,Overall,Overall
2015,2,Mississippi,Obesity among adults aged >= 18 years,31.35,Race/Ethnicity,Caucasian
2015,2,Missouri,Obesity among adults aged >= 18 years,37.05,Race/Ethnicity,African American
2015,2,Missouri,Obesity among adults aged >= 18 years,31.35,Gender,Female
2015,2,Missouri,Obesity among adults aged >= 18 years,31.65,Race/Ethnicity,Hispanic
2015,2,Missouri,Obesity among adults aged >= 18 years,33.55,Gender,Male
2015,2,Missouri,Obesity among adults aged >= 18 years,30.9,Race/Ethnicity,Multiracial
2015,2,Missouri,Obesity among adults aged >= 18 years,26.95,Race/Ethnicity,Other
2015,2,Missouri,Obesity among adults aged >= 18 years,32.5,Overall,Overall
2015,2,Missouri,Obesity among adults aged >= 18 years,32.1,Race/Ethnicity,Caucasian
2015,2,Montana,Obesity among adults aged >= 18 years,0,Race/Ethnicity,African American
2015,2,Montana,Obesity among adults aged >= 18 years,23.5,Gender,Female
2015,2,Montana,Obesity among adults aged >= 18 years,20.9,Race/Ethnicity,Hispanic
2015,2,Montana,Obesity among adults aged >= 18 years,23.5,Gender,Male
2015,2,Montana,Obesity among adults aged >= 18 years,33.6,Race/Ethnicity,Multiracial
2015,2,Montana,Obesity among adults aged >= 18 years,35.15,Race/Ethnicity,Other
2015,2,Montana,Obesity among adults aged >= 18 years,23.5,Overall,Overall
2015,2,Montana,Obesity among adults aged >= 18 years,22.35,Race/Ethnicity,Caucasian
2015,2,Nebraska,Obesity among adults aged >= 18 years,37.55,Race/Ethnicity,African American
2015,2,Nebraska,Obesity among adults aged >= 18 years,29.75,Gender,Female
2015,2,Nebraska,Obesity among adults aged >= 18 years,32.2,Race/Ethnicity,Hispanic
2015,2,Nebraska,Obesity among adults aged >= 18 years,33,Gender,Male
2015,2,Nebraska,Obesity among adults aged >= 18 years,32.75,Race/Ethnicity,Multiracial
2015,2,Nebraska,Obesity among adults aged >= 18 years,31.3,Race/Ethnicity,Other
2015,2,Nebraska,Obesity among adults aged >= 18 years,31.4,Overall,Overall
2015,2,Nebraska,Obesity among adults aged >= 18 years,31.1,Race/Ethnicity,Caucasian
2015,2,Nevada,Obesity among adults aged >= 18 years,26.3,Race/Ethnicity,African American
2015,2,Nevada,Obesity among adults aged >= 18 years,25.65,Gender,Female
2015,2,Nevada,Obesity among adults aged >= 18 years,35.4,Race/Ethnicity,Hispanic
2015,2,Nevada,Obesity among adults aged >= 18 years,27.5,Gender,Male
2015,2,Nevada,Obesity among adults aged >= 18 years,21.05,Race/Ethnicity,Multiracial
2015,2,Nevada,Obesity among adults aged >= 18 years,15.2,Race/Ethnicity,Other
2015,2,Nevada,Obesity among adults aged >= 18 years,26.6,Overall,Overall
2015,2,Nevada,Obesity among adults aged >= 18 years,25,Race/Ethnicity,Caucasian
2015,2,New Hampshire,Obesity among adults aged >= 18 years,0,Race/Ethnicity,African American
2015,2,New Hampshire,Obesity among adults aged >= 18 years,24.5,Gender,Female
2015,2,New Hampshire,Obesity among adults aged >= 18 years,0,Race/Ethnicity,Hispanic
2015,2,New Hampshire,Obesity among adults aged >= 18 years,27.95,Gender,Male
2015,2,New Hampshire,Obesity among adults aged >= 18 years,21.55,Race/Ethnicity,Multiracial
2015,2,New Hampshire,Obesity among adults aged >= 18 years,20.35,Race/Ethnicity,Other
2015,2,New Hampshire,Obesity among adults aged >= 18 years,26.2,Overall,Overall
2015,2,New Hampshire,Obesity among adults aged >= 18 years,26.7,Race/Ethnicity,Caucasian
2015,2,New Jersey,Obesity among adults aged >= 18 years,35.8,Race/Ethnicity,African American
2015,2,New Jersey,Obesity among adults aged >= 18 years,23.45,Gender,Female
2015,2,New Jersey,Obesity among adults aged >= 18 years,26.65,Race/Ethnicity,Hispanic
2015,2,New Jersey,Obesity among adults aged >= 18 years,27.3,Gender,Male
2015,2,New Jersey,Obesity among adults aged >= 18 years,47.5,Race/Ethnicity,Multiracial
2015,2,New Jersey,Obesity among adults aged >= 18 years,12.55,Race/Ethnicity,Other
2015,2,New Jersey,Obesity among adults aged >= 18 years,25.45,Overall,Overall
2015,2,New Jersey,Obesity among adults aged >= 18 years,24.3,Race/Ethnicity,Caucasian
2015,2,New Mexico,Obesity among adults aged >= 18 years,40.7,Race/Ethnicity,African American
2015,2,New Mexico,Obesity among adults aged >= 18 years,28.9,Gender,Female
2015,2,New Mexico,Obesity among adults aged >= 18 years,33.45,Race/Ethnicity,Hispanic
